ID,date,day,month,year,company,firedist,latitude,longitute,fireseason,peak1,peak2,hbra,tfb,ranking,ranking_P2,ranking_P3,danger_rating,ground_fire,Year,F,G,T,Calc,Code Calc,Geog_Recode,G.Recode.,Calc.Recode.,Geog Classify.Final
600,19.12.12,19,12,2012,Powercor,NORTHERN COUNTRY,-36.28608487,144.0741801,YES,PEAK,PEAK,HBRA,1,HBRA,HBRA,HBRA,Severe,YES,2012,1,1,2,2,E. 1 to 2.99,HBRA,1,2,HBRA
601,20.12.12,20,12,2012,Powercor,NORTHERN COUNTRY,NULL,NULL,YES,PEAK,PEAK,LBRA,0,NA,NA,LBRA,High,YES,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
602,20.12.12,20,12,2012,Powercor,MALLEE,-35.02364211,142.7074485,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,HBRA,High,YES,2012,1,1,0.5,0.5,F. 0.3 to 0.99,HBRA,1,0.5,HBRA
603,20.12.12,20,12,2012,Powercor,CENTRAL,-38.10105253,144.3514421,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,REFCL,Low-Moderate,YES,2012,1,4.6,0.2,0.92,F. 0.3 to 0.99,LBRA,0.2,0.04,LBRA
604,20.12.12,20,12,2012,Powercor,SOUTH WEST,-37.69558511,143.0683711,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,REFCL,Low-Moderate,YES,2012,1,4.6,0.2,0.92,F. 0.3 to 0.99,REFCL,4.6,0.92,REFCL
605,21.12.12,21,12,2012,AusNet,WEST AND SOUTH GIPPSLAND,-38.17752,146.26189,YES,PEAK,PEAK,LBRA,0,LBRA,REFCL,REFCL,Low-Moderate,NO,2012,1,4.6,0.2,0.92,F. 0.3 to 0.99,LBRA,0.2,0.04,REFCL
606,21.12.12,21,12,2012,AusNet,CENTRAL,-38.6087,145.58715,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,REFCL,High,NO,2012,1,4.6,0.5,2.3,E. 1 to 2.99,LBRA,0.2,0.1,REFCL
607,21.12.12,21,12,2012,United,CENTRAL,-37.78873,145.12358,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,NO,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
608,21.12.12,21,12,2012,Powercor,NORTHERN COUNTRY,-36.37754081,145.465565,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2012,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
609,22.12.12,22,12,2012,United,CENTRAL,-37.86986,144.98074,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,NO,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
610,22.12.12,22,12,2012,Powercor,NORTHERN COUNTRY,-36.05535378,145.6812642,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,YES,2012,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
611,22.12.12,22,12,2012,Powercor,NORTHERN COUNTRY,-36.05535378,145.6812642,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,YES,2012,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
612,22.12.12,22,12,2012,Powercor,NORTHERN COUNTRY,NULL,NULL,YES,PEAK,PEAK,HBRA,0,NA,NA,HBRA,Low-Moderate,YES,2012,1,1,0.2,0.2,G. 0.1 to 0.29,HBRA,1,0.2,HBRA
613,22.12.12,22,12,2012,Powercor,WIMMERA,-36.74389304,142.5341346,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,REFCL,High,YES,2012,1,4.6,0.5,2.3,E. 1 to 2.99,REFCL,4.6,2.3,REFCL
614,23.12.12,23,12,2012,AusNet,WEST AND SOUTH GIPPSLAND,-38.15887,145.93363,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,HBRA,Very High,YES,2012,1,1,1,1,E. 1 to 2.99,LBRA,0.2,0.2,HBRA
615,23.12.12,23,12,2012,AusNet,WEST AND SOUTH GIPPSLAND,-38.17752,146.26189,YES,PEAK,PEAK,LBRA,0,LBRA,REFCL,REFCL,Very High,YES,2012,1,4.6,1,4.6,D. 3 to 4.99,LBRA,0.2,0.2,REFCL
616,23.12.12,23,12,2012,United,CENTRAL,-37.98201,145.06516,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Very High,NO,2012,1,0.2,1,0.2,G. 0.1 to 0.29,LBRA,0.2,0.2,LBRA
617,23.12.12,23,12,2012,Powercor,MALLEE,-36.13342242,143.2455473,YES,PEAK,PEAK,HBRA,1,HBRA,REFCL,REFCL,Very High,YES,2012,1,4.6,1,4.6,D. 3 to 4.99,REFCL,4.6,4.6,REFCL
618,23.12.12,23,12,2012,Powercor,NORTHERN COUNTRY,-36.22726893,145.5831776,YES,PEAK,PEAK,LBRA,1,LBRA,LBRA,LBRA,Very High,YES,2012,1,0.2,1,0.2,G. 0.1 to 0.29,LBRA,0.2,0.2,LBRA
619,24.12.12,24,12,2012,AusNet,WEST AND SOUTH GIPPSLAND,-38.10504,147.06479,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,REFCL,High,YES,2012,1,4.6,0.5,2.3,E. 1 to 2.99,LBRA,0.2,0.1,LBRA
620,24.12.12,24,12,2012,AusNet,WEST AND SOUTH GIPPSLAND,-38.10504,147.06479,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,REFCL,High,YES,2012,1,4.6,0.5,2.3,E. 1 to 2.99,LBRA,0.2,0.1,LBRA
621,24.12.12,24,12,2012,Jemena,CENTRAL,-37.78051,144.85717,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Very High,YES,2012,1,0.2,1,0.2,G. 0.1 to 0.29,LBRA,0.2,0.2,LBRA
622,24.12.12,24,12,2012,Powercor,NORTHERN COUNTRY,-36.26949365,145.0680467,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Very High,YES,2012,1,0.2,1,0.2,G. 0.1 to 0.29,LBRA,0.2,0.2,LBRA
623,26.12.12,26,12,2012,AusNet,CENTRAL,-38.04038,145.34815,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,YES,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
624,27.12.12,27,12,2012,AusNet,WEST AND SOUTH GIPPSLAND,-38.17752,146.26189,YES,PEAK,PEAK,LBRA,0,LBRA,REFCL,REFCL,High,NO,2012,1,4.6,0.5,2.3,E. 1 to 2.99,LBRA,0.2,0.1,REFCL
625,27.12.12,27,12,2012,Jemena,CENTRAL,-37.71491,144.96248,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Very High,YES,2012,1,0.2,1,0.2,G. 0.1 to 0.29,LBRA,0.2,0.2,LBRA
626,28.12.12,28,12,2012,Jemena,CENTRAL,-37.72668,145.10402,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,NO,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
627,28.12.12,28,12,2012,United,CENTRAL,-38.36884,144.85533,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,NO,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
628,28.12.12,28,12,2012,United,CENTRAL,-37.82401,145.13753,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,NO,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
629,28.12.12,28,12,2012,United,CENTRAL,-37.80446,145.10901,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,NO,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
630,28.12.12,28,12,2012,Powercor,SOUTH WEST,NULL,NULL,YES,PEAK,PEAK,HBRA,0,NA,NA,HBRA,High,YES,2012,1,1,0.5,0.5,F. 0.3 to 0.99,HBRA,1,0.5,HBRA
631,29.12.12,29,12,2012,AusNet,NORTH CENTRAL,-37.02415,145.13624,YES,PEAK,PEAK,LBRA,0,REFCL,REFCL,REFCL,High,NO,2012,1,4.6,0.5,2.3,E. 1 to 2.99,LBRA,0.2,0.1,REFCL
632,30.12.12,30,12,2012,AusNet,WEST AND SOUTH GIPPSLAND,-38.10504,147.06479,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,HBRA,High,NO,2012,1,1,0.5,0.5,F. 0.3 to 0.99,LBRA,0.2,0.1,HBRA
633,30.12.12,30,12,2012,Powercor,WIMMERA,-36.32905864,141.6586487,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,HBRA,High,YES,2012,1,1,0.5,0.5,F. 0.3 to 0.99,HBRA,1,0.5,HBRA
634,30.12.12,30,12,2012,Powercor,NORTHERN COUNTRY,-35.99108417,144.4319483,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,YES,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
635,31.12.12,31,12,2012,United,CENTRAL,-37.87969,145.16275,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,NO,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
636,01.01.13,1,1,2013,AusNet,NORTH CENTRAL,-37.02415,145.13624,YES,PEAK,PEAK,LBRA,0,REFCL,REFCL,REFCL,Very High,NO,2013,1,4.6,1,4.6,D. 3 to 4.99,LBRA,0.2,0.2,REFCL
637,01.01.13,1,1,2013,United,CENTRAL,-37.89284,145.17146,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,YES,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
638,01.01.13,1,1,2013,United,CENTRAL,-37.87825,145.16244,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,YES,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
639,01.01.13,1,1,2013,Powercor,WIMMERA,-36.33053038,141.5639839,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,HBRA,Very High,NO,2013,1,1,1,1,E. 1 to 2.99,HBRA,1,1,HBRA
640,01.01.13,1,1,2013,Powercor,NORTHERN COUNTRY,-36.75944666,144.2525118,YES,PEAK,PEAK,LBRA,0,REFCL,REFCL,REFCL,Very High,NO,2013,1,4.6,1,4.6,D. 3 to 4.99,LBRA,0.2,0.2,LBRA
641,02.01.13,2,1,2013,CitiPower,CENTRAL,-37.86746,144.98964,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,YES,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
642,02.01.13,2,1,2013,United,CENTRAL,-38.19937,145.18128,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,HBRA,High,YES,2013,1,1,0.5,0.5,F. 0.3 to 0.99,HBRA,1,0.5,HBRA
643,02.01.13,2,1,2013,Powercor,CENTRAL,-37.79154269,144.8001659,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,YES,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
644,02.01.13,2,1,2013,Powercor,CENTRAL,-37.72437015,144.8150913,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,YES,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
645,03.01.13,3,1,2013,AusNet,CENTRAL,-37.69885,145.1074,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,REFCL,Very High,NO,2013,1,4.6,1,4.6,D. 3 to 4.99,LBRA,0.2,0.2,LBRA
646,03.01.13,3,1,2013,Powercor,NORTHERN COUNTRY,-36.18944435,144.8864481,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,YES,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
647,04.01.13,4,1,2013,AusNet,WEST AND SOUTH GIPPSLAND,-38.17752,146.26189,YES,PEAK,PEAK,LBRA,1,LBRA,REFCL,REFCL,Severe,YES,2013,1,4.6,2,9.2,C. 5 to 10,LBRA,0.2,0.4,REFCL
648,04.01.13,4,1,2013,AusNet,CENTRAL,-37.75766,145.35241,YES,PEAK,PEAK,LBRA,1,LBRA,REFCL,LBRA,Extreme,YES,2013,1,0.2,3.5,0.7,F. 0.3 to 0.99,LBRA,0.2,0.7,LBRA
649,04.01.13,4,1,2013,CitiPower,CENTRAL,-37.80781,145.06924,YES,PEAK,PEAK,LBRA,1,LBRA,LBRA,LBRA,Extreme,YES,2013,1,0.2,3.5,0.7,F. 0.3 to 0.99,LBRA,0.2,0.7,LBRA
650,04.01.13,4,1,2013,CitiPower,CENTRAL,-37.76068,144.96185,YES,PEAK,PEAK,LBRA,1,LBRA,LBRA,LBRA,Extreme,YES,2013,1,0.2,3.5,0.7,F. 0.3 to 0.99,LBRA,0.2,0.7,LBRA
651,04.01.13,4,1,2013,United,CENTRAL,-38.37089,144.82484,YES,PEAK,PEAK,LBRA,1,LBRA,LBRA,LBRA,Extreme,NO,2013,1,0.2,3.5,0.7,F. 0.3 to 0.99,LBRA,0.2,0.7,LBRA
652,04.01.13,4,1,2013,Powercor,WIMMERA,NULL,NULL,YES,PEAK,PEAK,LBRA,1,NA,NA,LBRA,Extreme,YES,2013,1,0.2,3.5,0.7,F. 0.3 to 0.99,LBRA,0.2,0.7,LBRA
653,04.01.13,4,1,2013,Powercor,NORTHERN COUNTRY,-36.5658939,145.0248589,YES,PEAK,PEAK,HBRA,1,HBRA,HBRA,HBRA,Severe,YES,2013,1,1,2,2,E. 1 to 2.99,HBRA,1,2,HBRA
654,04.01.13,4,1,2013,Powercor,WIMMERA,-36.29818791,141.7614938,YES,PEAK,PEAK,HBRA,1,HBRA,HBRA,HBRA,Extreme,YES,2013,1,1,3.5,3.5,D. 3 to 4.99,HBRA,1,3.5,HBRA
655,05.01.13,5,1,2013,AusNet,WEST AND SOUTH GIPPSLAND,-38.47616,145.94586,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,NO,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
656,05.01.13,5,1,2013,United,CENTRAL,-37.92154,145.15844,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,YES,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
657,05.01.13,5,1,2013,United,CENTRAL,-37.85921,145.05808,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,YES,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
658,06.01.13,6,1,2013,AusNet,CENTRAL,-37.69885,145.1074,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,REFCL,Very High,YES,2013,1,4.6,1,4.6,D. 3 to 4.99,LBRA,0.2,0.2,LBRA
659,06.01.13,6,1,2013,Powercor,NORTHERN COUNTRY,-36.32822374,144.8775599,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,HBRA,Very High,YES,2013,1,1,1,1,E. 1 to 2.99,HBRA,1,1,HBRA
660,07.01.13,7,1,2013,Powercor,CENTRAL,-37.36033905,144.7360975,YES,PEAK,PEAK,LBRA,0,REFCL,REFCL,REFCL,Very High,YES,2013,1,4.6,1,4.6,D. 3 to 4.99,LBRA,0.2,0.2,LBRA
661,07.01.13,7,1,2013,Powercor,CENTRAL,-37.24664315,144.4602257,YES,PEAK,PEAK,LBRA,0,REFCL,REFCL,REFCL,Very High,YES,2013,1,4.6,1,4.6,D. 3 to 4.99,LBRA,0.2,0.2,LBRA
662,08.01.13,8,1,2013,Jemena,CENTRAL,-37.74166,144.96281,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Very High,NO,2013,1,0.2,1,0.2,G. 0.1 to 0.29,LBRA,0.2,0.2,LBRA
663,08.01.13,8,1,2013,United,CENTRAL,-37.96877,145.03351,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Very High,NO,2013,1,0.2,1,0.2,G. 0.1 to 0.29,LBRA,0.2,0.2,LBRA
664,08.01.13,8,1,2013,United,CENTRAL,-37.8205,145.17642,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Very High,NO,2013,1,0.2,1,0.2,G. 0.1 to 0.29,LBRA,0.2,0.2,LBRA
665,08.01.13,8,1,2013,United,CENTRAL,-37.8205,145.17642,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Very High,NO,2013,1,0.2,1,0.2,G. 0.1 to 0.29,LBRA,0.2,0.2,LBRA
666,08.01.13,8,1,2013,United,CENTRAL,-37.88414,145.15836,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Very High,NO,2013,1,0.2,1,0.2,G. 0.1 to 0.29,LBRA,0.2,0.2,LBRA
667,08.01.13,8,1,2013,United,CENTRAL,-37.8205,145.17642,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Very High,NO,2013,1,0.2,1,0.2,G. 0.1 to 0.29,LBRA,0.2,0.2,LBRA
668,08.01.13,8,1,2013,Powercor,SOUTH WEST,-38.2264122,143.0866917,YES,PEAK,PEAK,HBRA,0,REFCL,REFCL,REFCL,Very High,YES,2013,1,4.6,1,4.6,D. 3 to 4.99,REFCL,4.6,4.6,REFCL
669,08.01.13,8,1,2013,Powercor,WIMMERA,NULL,NULL,YES,PEAK,PEAK,LBRA,1,NA,NA,LBRA,Severe,YES,2013,1,0.2,2,0.4,F. 0.3 to 0.99,LBRA,0.2,0.4,LBRA
670,08.01.13,8,1,2013,Powercor,CENTRAL,-37.68820684,144.5904655,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Very High,YES,2013,1,0.2,1,0.2,G. 0.1 to 0.29,LBRA,0.2,0.2,LBRA
671,08.01.13,8,1,2013,Powercor,CENTRAL,-37.68820684,144.5904655,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Very High,YES,2013,1,0.2,1,0.2,G. 0.1 to 0.29,LBRA,0.2,0.2,LBRA
672,08.01.13,8,1,2013,Powercor,SOUTH WEST,-38.3675552,142.4609544,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,REFCL,Very High,YES,2013,1,4.6,1,4.6,D. 3 to 4.99,LBRA,0.2,0.2,LBRA
673,08.01.13,8,1,2013,Powercor,SOUTH WEST,-38.13205522,141.6298206,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Very High,YES,2013,1,0.2,1,0.2,G. 0.1 to 0.29,LBRA,0.2,0.2,LBRA
674,08.01.13,8,1,2013,Powercor,CENTRAL,-37.72288067,143.4664952,YES,PEAK,PEAK,HBRA,0,REFCL,REFCL,REFCL,Very High,YES,2013,1,4.6,1,4.6,D. 3 to 4.99,REFCL,4.6,4.6,REFCL
675,08.01.13,8,1,2013,Powercor,CENTRAL,-38.08950795,144.3439683,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,REFCL,Very High,YES,2013,1,4.6,1,4.6,D. 3 to 4.99,LBRA,0.2,0.2,LBRA
676,09.01.13,9,1,2013,AusNet,EAST GIPPSLAND,-37.82545,147.63048,YES,PEAK,PEAK,LBRA,0,REFCL,REFCL,REFCL,High,YES,2013,1,4.6,0.5,2.3,E. 1 to 2.99,LBRA,0.2,0.1,REFCL
677,09.01.13,9,1,2013,AusNet,CENTRAL,-37.69885,145.1074,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,REFCL,High,YES,2013,1,4.6,0.5,2.3,E. 1 to 2.99,LBRA,0.2,0.1,REFCL
678,09.01.13,9,1,2013,AusNet,CENTRAL,-37.81148,145.23342,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,YES,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
679,09.01.13,9,1,2013,United,CENTRAL,-38.00776,145.08724,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,NO,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
680,09.01.13,9,1,2013,United,CENTRAL,-37.9568,145.14686,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,NO,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
681,09.01.13,9,1,2013,United,CENTRAL,-37.95925,145.06729,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,NO,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
682,09.01.13,9,1,2013,United,CENTRAL,-37.95137,145.01329,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,NO,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
683,09.01.13,9,1,2013,United,CENTRAL,-37.81754,145.11929,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,NO,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
684,09.01.13,9,1,2013,United,CENTRAL,-37.83517,145.13666,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,NO,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
685,09.01.13,9,1,2013,United,CENTRAL,-38.1414,145.12246,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,NO,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
686,09.01.13,9,1,2013,Powercor,NORTHERN COUNTRY,-36.73325598,144.2610108,YES,PEAK,PEAK,LBRA,0,REFCL,REFCL,REFCL,High,NO,2013,1,4.6,0.5,2.3,E. 1 to 2.99,LBRA,0.2,0.1,LBRA
687,10.01.13,10,1,2013,United,CENTRAL,-38.03737,145.18702,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,HBRA,High,NO,2013,1,1,0.5,0.5,F. 0.3 to 0.99,HBRA,1,0.5,HBRA
688,10.01.13,10,1,2013,Powercor,WIMMERA,-36.74608439,141.9633516,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,HBRA,High,YES,2013,1,1,0.5,0.5,F. 0.3 to 0.99,HBRA,1,0.5,HBRA
689,11.01.13,11,1,2013,AusNet,CENTRAL,-38.04035,145.38315,YES,PEAK,PEAK,LBRA,1,HBRA,HBRA,REFCL,Severe,YES,2013,1,4.6,2,9.2,C. 5 to 10,LBRA,0.2,0.4,LBRA
690,11.01.13,11,1,2013,AusNet,WEST AND SOUTH GIPPSLAND,-38.19464,146.53823,YES,PEAK,PEAK,LBRA,1,LBRA,LBRA,HBRA,Severe,YES,2013,1,1,2,2,E. 1 to 2.99,LBRA,0.2,0.4,HBRA
691,11.01.13,11,1,2013,AusNet,WEST AND SOUTH GIPPSLAND,-38.17752,146.26189,YES,PEAK,PEAK,LBRA,1,LBRA,REFCL,REFCL,Severe,YES,2013,1,4.6,2,9.2,C. 5 to 10,LBRA,0.2,0.4,REFCL
692,11.01.13,11,1,2013,AusNet,CENTRAL,-38.04035,145.38315,YES,PEAK,PEAK,LBRA,1,HBRA,HBRA,HBRA,Severe,YES,2013,1,1,2,2,E. 1 to 2.99,LBRA,0.2,0.4,HBRA
693,11.01.13,11,1,2013,CitiPower,CENTRAL,-37.76591,144.99173,YES,PEAK,PEAK,LBRA,1,LBRA,LBRA,LBRA,Severe,YES,2013,1,0.2,2,0.4,F. 0.3 to 0.99,LBRA,0.2,0.4,LBRA
694,11.01.13,11,1,2013,CitiPower,CENTRAL,-37.82752,145.08008,YES,PEAK,PEAK,LBRA,1,LBRA,LBRA,LBRA,Severe,YES,2013,1,0.2,2,0.4,F. 0.3 to 0.99,LBRA,0.2,0.4,LBRA
695,11.01.13,11,1,2013,Powercor,CENTRAL,-37.47358005,143.9778124,YES,PEAK,PEAK,HBRA,1,HBRA,REFCL,REFCL,Severe,YES,2013,1,4.6,2,9.2,C. 5 to 10,REFCL,4.6,9.2,REFCL
696,11.01.13,11,1,2013,Powercor,NORTH CENTRAL,-37.06558784,144.2057337,YES,PEAK,PEAK,LBRA,1,REFCL,REFCL,REFCL,Extreme,YES,2013,1,4.6,3.5,16.1,B. 10 to 20,LBRA,0.2,0.7,LBRA
697,12.01.13,12,1,2013,AusNet,NORTH EAST,-36.56189,146.72616,YES,PEAK,PEAK,LBRA,0,LBRA,REFCL,REFCL,Very High,NO,2013,1,4.6,1,4.6,D. 3 to 4.99,LBRA,0.2,0.2,REFCL
698,12.01.13,12,1,2013,Jemena,CENTRAL,-37.67862,144.95682,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,YES,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
699,12.01.13,12,1,2013,United,CENTRAL,-37.83847,145.15617,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,YES,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
700,13.01.13,13,1,2013,AusNet,NORTH EAST,-36.54897,145.98835,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,REFCL,Low-Moderate,NO,2013,1,4.6,0.2,0.92,F. 0.3 to 0.99,LBRA,0.2,0.04,LBRA
701,13.01.13,13,1,2013,AusNet,CENTRAL,-37.69885,145.1074,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2013,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
702,13.01.13,13,1,2013,Powercor,MALLEE,-35.27476682,143.5334541,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,NO,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
703,13.01.13,13,1,2013,Powercor,MALLEE,-35.31471888,143.5466734,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,NO,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
704,13.01.13,13,1,2013,Powercor,MALLEE,-35.27165634,141.309908,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,HBRA,High,NO,2013,1,1,0.5,0.5,F. 0.3 to 0.99,HBRA,1,0.5,HBRA
705,13.01.13,13,1,2013,Powercor,NORTH CENTRAL,-37.00027137,143.7163686,YES,PEAK,PEAK,HBRA,0,REFCL,REFCL,REFCL,Low-Moderate,NO,2013,1,4.6,0.2,0.92,F. 0.3 to 0.99,REFCL,4.6,0.92,REFCL
706,13.01.13,13,1,2013,Powercor,MALLEE,-35.73135999,143.9160992,YES,PEAK,PEAK,HBRA,0,LBRA,LBRA,LBRA,High,NO,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,HBRA
707,13.01.13,13,1,2013,Powercor,MALLEE,-35.78210423,143.8840275,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,HBRA,High,NO,2013,1,1,0.5,0.5,F. 0.3 to 0.99,HBRA,1,0.5,HBRA
708,13.01.13,13,1,2013,Powercor,WIMMERA,-36.16288635,142.403442,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,HBRA,Low-Moderate,NO,2013,1,1,0.2,0.2,G. 0.1 to 0.29,HBRA,1,0.2,HBRA
