ID,date,day,month,year,company,firedist,latitude,longitute,fireseason,peak1,peak2,hbra,tfb,ranking,ranking_P2,ranking_P3,danger_rating,ground_fire,Year,F,G,T,Calc,Code Calc,Geog_Recode,G.Recode.,Calc.Recode.,Geog Classify.Final
1,01.01.12,1,1,2012,AusNet,NORTH EAST,-36.44927,146.4321,YES,PEAK,PEAK,LBRA,0,REFCL,REFCL,REFCL,High,NO,2012,1,4.6,0.5,2.3,E. 1 to 2.99,LBRA,0.2,0.1,REFCL
2,01.01.12,1,1,2012,AusNet,EAST GIPPSLAND,-37.56,149.75408,YES,PEAK,PEAK,LBRA,0,HBRA,HBRA,HBRA,High,NO,2012,1,1,0.5,0.5,F. 0.3 to 0.99,LBRA,0.2,0.1,HBRA
3,01.01.12,1,1,2012,Powercor,NORTHERN COUNTRY,-36.24265983,145.2232011,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,YES,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
4,02.01.12,2,1,2012,Jemena,CENTRAL,-37.57916,144.72809,YES,PEAK,PEAK,LBRA,1,LBRA,LBRA,LBRA,Severe,NO,2012,1,0.2,2,0.4,F. 0.3 to 0.99,LBRA,0.2,0.4,LBRA
5,02.01.12,2,1,2012,United,CENTRAL,-38.05155,145.11651,YES,PEAK,PEAK,LBRA,1,LBRA,LBRA,LBRA,Severe,YES,2012,1,0.2,2,0.4,F. 0.3 to 0.99,LBRA,0.2,0.4,LBRA
6,02.01.12,2,1,2012,Powercor,SOUTH WEST,-37.48881767,142.8497065,YES,PEAK,PEAK,HBRA,1,HBRA,HBRA,REFCL,Extreme,YES,2012,1,4.6,3.5,16.1,B. 10 to 20,REFCL,4.6,16.1,REFCL
7,02.01.12,2,1,2012,Powercor,SOUTH WEST,-37.48881767,142.8497065,YES,PEAK,PEAK,HBRA,1,HBRA,HBRA,REFCL,Extreme,YES,2012,1,4.6,3.5,16.1,B. 10 to 20,REFCL,4.6,16.1,REFCL
8,02.01.12,2,1,2012,Powercor,SOUTH WEST,-38.24007101,142.9078488,YES,PEAK,PEAK,LBRA,1,LBRA,LBRA,REFCL,Extreme,YES,2012,1,4.6,3.5,16.1,B. 10 to 20,LBRA,0.2,0.7,LBRA
9,02.01.12,2,1,2012,Powercor,CENTRAL,-38.46602587,144.0812653,YES,PEAK,PEAK,HBRA,1,PRF,PRF,PRF,Severe,YES,2012,1,19.8,2,39.6,A. Over 20,PRF,19.8,39.6,PRF
10,03.01.12,3,1,2012,Powercor,SOUTH WEST,-38.29769384,142.4208096,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,REFCL,Very High,YES,2012,1,4.6,1,4.6,D. 3 to 4.99,REFCL,4.6,4.6,REFCL
11,03.01.12,3,1,2012,Powercor,CENTRAL,-37.73579025,144.7960808,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Very High,YES,2012,1,0.2,1,0.2,G. 0.1 to 0.29,LBRA,0.2,0.2,LBRA
12,04.01.12,4,1,2012,United,CENTRAL,-38.37089,144.82484,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,YES,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
13,04.01.12,4,1,2012,United,CENTRAL,-38.00641,145.08748,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,YES,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
14,04.01.12,4,1,2012,United,CENTRAL,-37.85474,145.14562,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,YES,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
15,05.01.12,5,1,2012,Powercor,NORTHERN COUNTRY,-36.77785398,144.4057294,YES,PEAK,PEAK,HBRA,0,REFCL,REFCL,REFCL,High,YES,2012,1,4.6,0.5,2.3,E. 1 to 2.99,REFCL,4.6,2.3,REFCL
16,06.01.12,6,1,2012,AusNet,NORTH EAST,-36.56189,146.72616,YES,PEAK,PEAK,LBRA,0,LBRA,REFCL,REFCL,High,NO,2012,1,4.6,0.5,2.3,E. 1 to 2.99,LBRA,0.2,0.1,REFCL
17,06.01.12,6,1,2012,United,CENTRAL,-38.33378,144.96289,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,YES,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
18,07.01.12,7,1,2012,AusNet,WEST AND SOUTH GIPPSLAND,-38.65097,146.20186,YES,PEAK,PEAK,HBRA,0,LBRA,LBRA,HBRA,High,NO,2012,1,1,0.5,0.5,F. 0.3 to 0.99,HBRA,1,0.5,HBRA
19,07.01.12,7,1,2012,Powercor,CENTRAL,NULL,NULL,YES,PEAK,PEAK,LBRA,0,NA,NA,LBRA,Very High,NO,2012,1,0.2,1,0.2,G. 0.1 to 0.29,LBRA,0.2,0.2,LBRA
20,08.01.12,8,1,2012,AusNet,WEST AND SOUTH GIPPSLAND,-38.19464,146.53823,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,HBRA,Low-Moderate,NO,2012,1,1,0.2,0.2,G. 0.1 to 0.29,LBRA,0.2,0.04,HBRA
21,08.01.12,8,1,2012,AusNet,CENTRAL,-38.04035,145.38315,YES,PEAK,PEAK,LBRA,0,HBRA,HBRA,REFCL,High,NO,2012,1,4.6,0.5,2.3,E. 1 to 2.99,LBRA,0.2,0.1,REFCL
22,08.01.12,8,1,2012,United,CENTRAL,-38.00031,145.11618,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,NO,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
23,08.01.12,8,1,2012,United,CENTRAL,-38.36558,144.91284,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,NO,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
24,08.01.12,8,1,2012,Powercor,SOUTH WEST,-38.40227657,143.6284555,YES,PEAK,PEAK,HBRA,0,REFCL,REFCL,REFCL,High,YES,2012,1,4.6,0.5,2.3,E. 1 to 2.99,REFCL,4.6,2.3,REFCL
25,08.01.12,8,1,2012,Powercor,NORTHERN COUNTRY,-36.80732048,144.3476582,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,REFCL,High,YES,2012,1,4.6,0.5,2.3,E. 1 to 2.99,LBRA,0.2,0.1,LBRA
26,09.01.12,9,1,2012,AusNet,NORTH CENTRAL,-37.02415,145.13624,YES,PEAK,PEAK,LBRA,0,REFCL,REFCL,REFCL,High,NO,2012,1,4.6,0.5,2.3,E. 1 to 2.99,LBRA,0.2,0.1,REFCL
27,09.01.12,9,1,2012,AusNet,CENTRAL,-37.69885,145.1074,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,NO,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
28,09.01.12,9,1,2012,AusNet,CENTRAL,-38.04035,145.38315,YES,PEAK,PEAK,LBRA,0,HBRA,HBRA,REFCL,High,NO,2012,1,4.6,0.5,2.3,E. 1 to 2.99,LBRA,0.2,0.1,REFCL
29,10.01.12,10,1,2012,Jemena,CENTRAL,-37.79829,144.88015,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2012,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
30,11.01.12,11,1,2012,AusNet,WEST AND SOUTH GIPPSLAND,-38.47616,145.94586,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,HBRA,Low-Moderate,YES,2012,1,1,0.2,0.2,G. 0.1 to 0.29,LBRA,0.2,0.04,HBRA
31,11.01.12,11,1,2012,CitiPower,CENTRAL,-37.80701,144.94187,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,NO,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
32,11.01.12,11,1,2012,Powercor,WIMMERA,-36.96675417,141.0072655,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,HBRA,Very High,YES,2012,1,1,1,1,E. 1 to 2.99,HBRA,1,1,HBRA
33,12.01.12,12,1,2012,Powercor,SOUTH WEST,-37.56651422,142.8953918,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,REFCL,Low-Moderate,YES,2012,1,4.6,0.2,0.92,F. 0.3 to 0.99,REFCL,4.6,0.92,REFCL
34,13.01.12,13,1,2012,CitiPower,CENTRAL,-37.75543,144.9985,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2012,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
35,13.01.12,13,1,2012,Powercor,NORTHERN COUNTRY,-36.49884488,144.9362751,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,HBRA,High,YES,2012,1,1,0.5,0.5,F. 0.3 to 0.99,HBRA,1,0.5,HBRA
36,14.01.12,14,1,2012,AusNet,NORTH EAST,-36.56189,146.72616,YES,PEAK,PEAK,LBRA,0,LBRA,REFCL,REFCL,High,NO,2012,1,4.6,0.5,2.3,E. 1 to 2.99,LBRA,0.2,0.1,REFCL
37,14.01.12,14,1,2012,AusNet,EAST GIPPSLAND,-37.82545,147.63048,YES,PEAK,PEAK,LBRA,0,REFCL,REFCL,REFCL,Low-Moderate,NO,2012,1,4.6,0.2,0.92,F. 0.3 to 0.99,LBRA,0.2,0.04,REFCL
38,14.01.12,14,1,2012,United,CENTRAL,-37.9682,145.05918,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2012,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
39,14.01.12,14,1,2012,Powercor,CENTRAL,-37.68616796,143.5288213,YES,PEAK,PEAK,HBRA,0,REFCL,REFCL,REFCL,Low-Moderate,YES,2012,1,4.6,0.2,0.92,F. 0.3 to 0.99,REFCL,4.6,0.92,REFCL
40,14.01.12,14,1,2012,Powercor,NORTHERN COUNTRY,-36.5942165,144.586086,YES,PEAK,PEAK,HBRA,0,REFCL,REFCL,REFCL,High,YES,2012,1,4.6,0.5,2.3,E. 1 to 2.99,REFCL,4.6,2.3,REFCL
41,14.01.12,14,1,2012,Powercor,NORTHERN COUNTRY,-36.5942165,144.586086,YES,PEAK,PEAK,HBRA,0,REFCL,REFCL,REFCL,High,YES,2012,1,4.6,0.5,2.3,E. 1 to 2.99,REFCL,4.6,2.3,REFCL
42,14.01.12,14,1,2012,Powercor,NORTHERN COUNTRY,-36.5942165,144.586086,YES,PEAK,PEAK,HBRA,0,REFCL,REFCL,REFCL,High,YES,2012,1,4.6,0.5,2.3,E. 1 to 2.99,REFCL,4.6,2.3,REFCL
43,14.01.12,14,1,2012,Powercor,NORTHERN COUNTRY,-36.5942165,144.586086,YES,PEAK,PEAK,HBRA,0,REFCL,REFCL,REFCL,High,YES,2012,1,4.6,0.5,2.3,E. 1 to 2.99,REFCL,4.6,2.3,REFCL
44,14.01.12,14,1,2012,Powercor,NORTHERN COUNTRY,-36.59378478,144.5867963,YES,PEAK,PEAK,HBRA,0,REFCL,REFCL,REFCL,High,YES,2012,1,4.6,0.5,2.3,E. 1 to 2.99,REFCL,4.6,2.3,REFCL
45,14.01.12,14,1,2012,Powercor,NORTHERN COUNTRY,-36.59378478,144.5867963,YES,PEAK,PEAK,HBRA,0,REFCL,REFCL,REFCL,High,YES,2012,1,4.6,0.5,2.3,E. 1 to 2.99,REFCL,4.6,2.3,REFCL
46,15.01.12,15,1,2012,AusNet,WEST AND SOUTH GIPPSLAND,-38.56167,146.67589,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,HBRA,Low-Moderate,YES,2012,1,1,0.2,0.2,G. 0.1 to 0.29,LBRA,0.2,0.04,HBRA
47,15.01.12,15,1,2012,AusNet,WEST AND SOUTH GIPPSLAND,-38.56167,146.67589,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,HBRA,Low-Moderate,YES,2012,1,1,0.2,0.2,G. 0.1 to 0.29,LBRA,0.2,0.04,HBRA
48,15.01.12,15,1,2012,Powercor,SOUTH WEST,-38.20490162,142.6992301,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,REFCL,High,NO,2012,1,4.6,0.5,2.3,E. 1 to 2.99,REFCL,4.6,2.3,REFCL
49,17.01.12,17,1,2012,AusNet,CENTRAL,-38.04035,145.38315,YES,PEAK,PEAK,LBRA,0,HBRA,HBRA,LBRA,Very High,YES,2012,1,0.2,1,0.2,G. 0.1 to 0.29,LBRA,0.2,0.2,LBRA
50,17.01.12,17,1,2012,AusNet,EAST GIPPSLAND,-37.82545,147.63048,YES,PEAK,PEAK,LBRA,0,REFCL,REFCL,REFCL,High,YES,2012,1,4.6,0.5,2.3,E. 1 to 2.99,LBRA,0.2,0.1,REFCL
51,17.01.12,17,1,2012,AusNet,CENTRAL,-38.04035,145.38315,YES,PEAK,PEAK,LBRA,0,HBRA,HBRA,HBRA,Very High,YES,2012,1,1,1,1,E. 1 to 2.99,LBRA,0.2,0.2,HBRA
52,17.01.12,17,1,2012,United,CENTRAL,-37.92154,145.15844,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Very High,NO,2012,1,0.2,1,0.2,G. 0.1 to 0.29,LBRA,0.2,0.2,LBRA
53,17.01.12,17,1,2012,Powercor,CENTRAL,-38.24897046,144.3356937,YES,PEAK,PEAK,HBRA,0,HBRA,REFCL,REFCL,Very High,YES,2012,1,4.6,1,4.6,D. 3 to 4.99,REFCL,4.6,4.6,REFCL
54,17.01.12,17,1,2012,Powercor,CENTRAL,NULL,NULL,YES,PEAK,PEAK,LBRA,0,NA,NA,LBRA,Very High,YES,2012,1,0.2,1,0.2,G. 0.1 to 0.29,LBRA,0.2,0.2,LBRA
55,18.01.12,18,1,2012,United,CENTRAL,-37.98497,145.12972,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,NO,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
56,18.01.12,18,1,2012,Powercor,SOUTH WEST,-38.47948054,142.9447341,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,REFCL,High,YES,2012,1,4.6,0.5,2.3,E. 1 to 2.99,REFCL,4.6,2.3,REFCL
57,18.01.12,18,1,2012,Powercor,SOUTH WEST,-37.20358266,141.8429804,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,HBRA,High,YES,2012,1,1,0.5,0.5,F. 0.3 to 0.99,HBRA,1,0.5,HBRA
58,19.01.12,19,1,2012,AusNet,WEST AND SOUTH GIPPSLAND,-38.19464,146.53823,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,HBRA,Low-Moderate,NO,2012,1,1,0.2,0.2,G. 0.1 to 0.29,LBRA,0.2,0.04,HBRA
59,20.01.12,20,1,2012,United,CENTRAL,-37.94143,145.10238,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,YES,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
60,20.01.12,20,1,2012,Powercor,CENTRAL,-37.39959533,144.0340161,YES,PEAK,PEAK,HBRA,0,HBRA,REFCL,REFCL,High,YES,2012,1,4.6,0.5,2.3,E. 1 to 2.99,REFCL,4.6,2.3,REFCL
61,22.01.12,22,1,2012,Powercor,NORTHERN COUNTRY,-36.25537385,145.3551571,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,YES,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
62,23.01.12,23,1,2012,AusNet,NORTH CENTRAL,-37.02415,145.13624,YES,PEAK,PEAK,LBRA,0,REFCL,REFCL,REFCL,High,NO,2012,1,4.6,0.5,2.3,E. 1 to 2.99,LBRA,0.2,0.1,REFCL
63,23.01.12,23,1,2012,United,CENTRAL,-38.04984,145.13643,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,YES,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
64,24.01.12,24,1,2012,AusNet,CENTRAL,-37.81148,145.23342,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Very High,NO,2012,1,0.2,1,0.2,G. 0.1 to 0.29,LBRA,0.2,0.2,LBRA
65,24.01.12,24,1,2012,Powercor,CENTRAL,-37.71904843,144.8348324,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Very High,YES,2012,1,0.2,1,0.2,G. 0.1 to 0.29,LBRA,0.2,0.2,LBRA
66,24.01.12,24,1,2012,Powercor,CENTRAL,-37.87443261,143.8001448,YES,PEAK,PEAK,HBRA,0,REFCL,REFCL,REFCL,Very High,YES,2012,1,4.6,1,4.6,D. 3 to 4.99,REFCL,4.6,4.6,REFCL
67,24.01.12,24,1,2012,Powercor,SOUTH WEST,-38.33779961,143.5744675,YES,PEAK,PEAK,LBRA,0,REFCL,REFCL,REFCL,Very High,YES,2012,1,4.6,1,4.6,D. 3 to 4.99,LBRA,0.2,0.2,LBRA
68,25.01.12,25,1,2012,Powercor,SOUTH WEST,-37.60373945,141.6871571,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,REFCL,Very High,YES,2012,1,4.6,1,4.6,D. 3 to 4.99,LBRA,0.2,0.2,LBRA
69,25.01.12,25,1,2012,Powercor,NORTHERN COUNTRY,-36.08152654,145.4590811,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Very High,YES,2012,1,0.2,1,0.2,G. 0.1 to 0.29,LBRA,0.2,0.2,LBRA
70,25.01.12,25,1,2012,Powercor,SOUTH WEST,-38.03847697,140.9667648,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,HBRA,Very High,YES,2012,1,1,1,1,E. 1 to 2.99,HBRA,1,1,HBRA
71,25.01.12,25,1,2012,Powercor,SOUTH WEST,-38.26326358,143.1629947,YES,PEAK,PEAK,HBRA,0,REFCL,REFCL,REFCL,Very High,YES,2012,1,4.6,1,4.6,D. 3 to 4.99,REFCL,4.6,4.6,REFCL
72,25.01.12,25,1,2012,Powercor,SOUTH WEST,-38.13508983,141.6772996,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,HBRA,Very High,YES,2012,1,1,1,1,E. 1 to 2.99,HBRA,1,1,HBRA
73,25.01.12,25,1,2012,Powercor,SOUTH WEST,-38.13508983,141.6772996,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,HBRA,Very High,YES,2012,1,1,1,1,E. 1 to 2.99,HBRA,1,1,HBRA
74,26.01.12,26,1,2012,AusNet,CENTRAL,-37.77959,145.5316,YES,PEAK,PEAK,LBRA,0,REFCL,REFCL,REFCL,High,NO,2012,1,4.6,0.5,2.3,E. 1 to 2.99,LBRA,0.2,0.1,REFCL
75,26.01.12,26,1,2012,Powercor,SOUTH WEST,NULL,NULL,YES,PEAK,PEAK,HBRA,0,NA,NA,HBRA,High,YES,2012,1,1,0.5,0.5,F. 0.3 to 0.99,HBRA,1,0.5,HBRA
76,27.01.12,27,1,2012,Jemena,CENTRAL,-37.47131,144.78515,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,HBRA,High,NO,2012,1,1,0.5,0.5,F. 0.3 to 0.99,HBRA,1,0.5,HBRA
77,27.01.12,27,1,2012,Powercor,CENTRAL,NULL,NULL,YES,PEAK,PEAK,LBRA,0,NA,NA,LBRA,High,NO,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
78,27.01.12,27,1,2012,Powercor,MALLEE,-34.26445066,142.1408769,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Very High,NO,2012,1,0.2,1,0.2,G. 0.1 to 0.29,LBRA,0.2,0.2,LBRA
79,28.01.12,28,1,2012,AusNet,CENTRAL,-37.8728,145.23759,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,REFCL,High,YES,2012,1,4.6,0.5,2.3,E. 1 to 2.99,LBRA,0.2,0.1,REFCL
80,28.01.12,28,1,2012,AusNet,WEST AND SOUTH GIPPSLAND,-38.23657,146.3994,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,HBRA,High,YES,2012,1,1,0.5,0.5,F. 0.3 to 0.99,LBRA,0.2,0.1,HBRA
81,28.01.12,28,1,2012,CitiPower,CENTRAL,-37.7701,144.99516,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,NO,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
82,28.01.12,28,1,2012,Powercor,CENTRAL,NULL,NULL,YES,PEAK,PEAK,LBRA,0,NA,NA,LBRA,High,YES,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
83,28.01.12,28,1,2012,Powercor,NORTHERN COUNTRY,NULL,NULL,YES,PEAK,PEAK,LBRA,0,NA,NA,LBRA,High,YES,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
84,28.01.12,28,1,2012,Powercor,WIMMERA,-36.80684839,142.1742977,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,HBRA,Very High,YES,2012,1,1,1,1,E. 1 to 2.99,HBRA,1,1,HBRA
85,28.01.12,28,1,2012,Powercor,NORTHERN COUNTRY,-36.03851133,145.2440064,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,YES,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
86,29.01.12,29,1,2012,Jemena,CENTRAL,-37.73646,144.88962,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,NO,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
87,29.01.12,29,1,2012,United,CENTRAL,-38.00204,145.24721,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,YES,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
88,29.01.12,29,1,2012,Powercor,MALLEE,-35.6498207,143.3492185,YES,PEAK,PEAK,HBRA,0,HBRA,REFCL,REFCL,High,YES,2012,1,4.6,0.5,2.3,E. 1 to 2.99,REFCL,4.6,2.3,REFCL
89,29.01.12,29,1,2012,Powercor,NORTHERN COUNTRY,-36.36220955,145.4106694,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,High,YES,2012,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
90,29.01.12,29,1,2012,Powercor,WIMMERA,-36.45024304,142.0320047,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,HBRA,High,YES,2012,1,1,0.5,0.5,F. 0.3 to 0.99,HBRA,1,0.5,HBRA
91,30.01.12,30,1,2012,AusNet,CENTRAL,-37.81148,145.23342,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2012,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
92,30.01.12,30,1,2012,AusNet,CENTRAL,-37.8728,145.23759,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2012,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
93,30.01.12,30,1,2012,CitiPower,CENTRAL,-37.84318,144.93195,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2012,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
94,30.01.12,30,1,2012,CitiPower,CENTRAL,-37.75543,144.9985,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2012,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
95,30.01.12,30,1,2012,Jemena,CENTRAL,-37.74166,144.96281,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2012,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
96,30.01.12,30,1,2012,Jemena,CENTRAL,-37.7483,144.97067,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2012,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
97,30.01.12,30,1,2012,Jemena,CENTRAL,-37.84427,144.88483,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2012,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
98,30.01.12,30,1,2012,United,CENTRAL,-38.3941,145.16246,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,YES,2012,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
99,30.01.12,30,1,2012,United,CENTRAL,-37.97001,145.21468,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,YES,2012,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
100,30.01.12,30,1,2012,United,CENTRAL,-38.00615,145.08927,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,YES,2012,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
101,30.01.12,30,1,2012,United,CENTRAL,-37.83196,145.14861,YES,PEAK,PEAK,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,YES,2012,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
102,30.01.12,30,1,2012,Powercor,WIMMERA,-36.40738841,141.8389991,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,HBRA,Very High,NO,2012,1,1,1,1,E. 1 to 2.99,HBRA,1,1,HBRA
103,30.01.12,30,1,2012,Powercor,WIMMERA,-36.52532321,142.1131578,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,HBRA,Very High,NO,2012,1,1,1,1,E. 1 to 2.99,HBRA,1,1,HBRA
104,30.01.12,30,1,2012,Powercor,WIMMERA,-36.9104594,142.6722758,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,REFCL,Very High,NO,2012,1,4.6,1,4.6,D. 3 to 4.99,REFCL,4.6,4.6,REFCL
105,30.01.12,30,1,2012,Powercor,WIMMERA,-36.29133367,141.6700777,YES,PEAK,PEAK,HBRA,0,HBRA,HBRA,HBRA,Very High,NO,2012,1,1,1,1,E. 1 to 2.99,HBRA,1,1,HBRA
106,30.01.12,30,1,2012,Powercor,MALLEE,-36.26018291,142.8542129,YES,PEAK,PEAK,HBRA,0,HBRA,REFCL,REFCL,Very High,NO,2012,1,4.6,1,4.6,D. 3 to 4.99,REFCL,4.6,4.6,REFCL
107,30.01.12,30,1,2012,Powercor,CENTRAL,NULL,NULL,YES,PEAK,PEAK,HBRA,0,NA,NA,HBRA,Low-Moderate,NO,2012,1,1,0.2,0.2,G. 0.1 to 0.29,HBRA,1,0.2,HBRA
108,30.01.12,30,1,2012,Powercor,NORTH CENTRAL,-36.91960252,143.7796423,YES,PEAK,PEAK,HBRA,0,REFCL,REFCL,REFCL,Low-Moderate,NO,2012,1,4.6,0.2,0.92,F. 0.3 to 0.99,REFCL,4.6,0.92,REFCL
109,30.01.12,30,1,2012,Powercor,CENTRAL,-37.58294945,143.8265564,YES,PEAK,PEAK,LBRA,0,REFCL,REFCL,REFCL,Low-Moderate,NO,2012,1,4.6,0.2,0.92,F. 0.3 to 0.99,LBRA,0.2,0.04,LBRA
